year,id,serial_number,title,submission_type,primary_category,secondary_category,confidence,reasoning,abstract
2025,1066856,126,Hands-on reproducible computing with Guix,Workshop,Software,N/A,High,"Workshop on Guix, a general-purpose reproducible package management tool applicable across research domains. While neuroimaging is used as an example, the focus is on the cross-cutting reproducibility tooling itself.","Effective computational research requires combination of programs, data and a runtime environment to produce new data to be analyzed and get results eventually published.  Trust and value in open science rely on the ability to reproduce results published in the past literature, and to replicate or generalize the results of a study with new data in the future. Yet, a significant portion of studies cannot be reproduced, even by their very same authors [1].
Computational environments constitute a large source of analytical variability because they are insufficiently captured. With the large adoption of open source, software relies on an ever-growing list of dependencies, sometimes spanning multiple languages. Besides its complexity, the resulting dependency graph is under a constant flux of changes, with new releases, bug-fix and security updates. Such a complex and volatile graph cannot be captured by a simple README file [2].
Specialized tooling is required to efficiently formalize, build and deploy reproducible computational environments. Guix is a package manager, running on GNU/Linux, designed with such reproducibility in mind [3]. It can build and execute binaries independently from the host system, perform builds from source at any point in time, and deploy programs and environments to various targets, including containers.
This workshop provides a guided tour of Guix, focused on introducing the key concepts and commands of this tool, and getting hands-on experience with its practice. First, you will be introduced to the Guix package management commands, create a reproducible environment with `guix shell`, and deploy it with `guix time-machine`. Then, we will walk you through the process of Guixifying a representative scientific pipeline from the neuroimaging community [4]. The session will end with a discussion on Guix adoption in HPC, some of its advanced features, and available support channels.
[1] https://doi.org/10.1038/533452a
[2] https://doi.org/10.1038/s41597-022-01720-9
[3] https://inria.hal.science/hal-01161771v2
[4] https://doi.org/10.1038/s41586-020-2314-9"
2025,1066858,127,"Building a dRTP training catalogue: Understanding training requirements, gaps and provision for research software, data and computing infrastructure professionals",Birds of a Feather,Community,N/A,High,"This is about building a training catalogue for RSE/dRTP professionals, focused on community-wide training provision and skill development across the profession.","As Research Software Engineering has grown rapidly, so too has the availability of open training materials designed for either self-learning or instructor delivery. Developing the wide skill set of an experienced RSE, or indeed a research data or research computing infrastructure professional - a “digital Research Technical Professional” (dRTP) - is time consuming and challenging. Everyone follows, to some extent, a personalised “learning pathway”.
Knowing what dRTPs need to learn at any point in their career is one problem, but knowing what material is available to deliver the skills is a further challenge. This is the focus of this BoF session.
The STEP-UP project (https://step-up.ac.uk) aims to offer training across the dRTP space. To help address this, we’re developing a “training catalogue” in the form of a 3x3 grid covering research software, data and computing infrastructure across beginner, intermediate and advanced skill levels. The initial phase of this work has demonstrated just how much material already exists and how useful a community catalogue of training content could be. It has also highlighted a number of key challenges and questions including how we define beginner, intermediate or advanced training, how is ""advanced training"" represented and what areas are currently missing in the dRTP training material landscape. We are also increasingly aware of the blurred nature of the boundaries between the categories on both axes.
The session will begin by presenting the current state of the work and then open things up to start what we see as an extremely important community discussion. The presence of a large group of RSEs and other dRTPs makes RSECon the ideal forum to gather feedback and suggestions, develop a co-creation approach to this content and build a community around this work. This will help to ensure that outputs provide the best possible support to dRTPs."
2025,1066870,128,The Promises and Perils of Trusted Research Environments,Talk,Software,Community,Medium,"The talk centers on Trusted Research Environments (Data Safe Haven), a cross-cutting platform for secure data access used across research domains, plus surrounding processes and external factors.","Data Science and machine learning are powered by data, and there is plenty of data today: many human activities are powered by software that generates large quantities of it.
While large datasets are constantly generated, putting them in the hands of the engineers and researchers, who can better exploit them, is not always easy. In domains like finance or health, data sensitivity and user privacy require a limited and controlled distribution of data assets.

Arguably, the gold standard for solving this data availability problem is placing datasets within trusted research environments (TREs). TREs are closed computational environments equipped with technical and process controls that enable secure data access to vetted researchers. The Research Engineering Team at the Turing uses a TRE software, our in-house developed Data Safe Haven, alongside our trusted research process to support academic projects of diverse sizes and domains.

We learned that while software and processes are pivotal to the success of a TRE initiative, there are other external critical factors that, if ignored, can derail an academic project. For example, placing data in a TRE comes with regulatory and legal obligations that need to be addressed way before onboarding the researchers into the system. Or dealing with researcher frustration when facing the necessary security controls imposed by platform and process. In this talk, we will rely on years of experience to describe these external factors, their influence on the success of a TRE initiative, and how we approach them at Turing.

We will discuss:
Enabling data-driven research with TREs.
Software and process: The essential factors of every TRE initiative.
External critical factors: Legal, financial, data management, usability, and others.
The Turing way of dealing with these factors, to ensure a successful TRE initiative."
2025,1066891,129,Leveraging GitHub API Data to Evaluate Git and GitHub Training Outcomes,Poster & Lightning Talk,Community,Software,High,"This is about evaluating training outcomes for Git/GitHub training - focused on training effectiveness and skill development in the RSE community, not on a specific tool or research domain.","A key challenge in evaluating the effectiveness of technical training (e.g., Git) is assessing the real-world application of learned skills. Post-training surveys offer one assessment method but suffer from limitations such as variable response rates and limited long-term evaluation. Tracking tool usage in natural settings offers continuous and more detailed insights into application but presents implementation challenges.
The 'Git & GitHub through GitKraken Client - From Zero to Hero!' training has been delivered by the RSE Sheffield team to over 300 participants since 2016. Importantly, a core component of this training involves participants creating and merging a pull request (PR) in a dedicated repository ('evolottery'/'collaborative_github_exercise'). This hands-on exercise, while not initially for evaluation, offers a unique opportunity for naturalistic tracking of training application. Utilizing the GitHub API, we can retrieve data on these PRs (username and date) to assess participants' subsequent Git and GitHub activity.
The poster will detail findings from analysis of this cohort. Specifically, presenting changes in Github activity over time relative to training completion, and exploring the adoption of other Git/GitHub features used in the training. Finally, we will discuss the limitations of these results specifically and our methodology more generally."
2025,1066899,131,A Data Science Platform for the National Oceanography Centre and Beyond,Talk,Software,N/A,High,"The talk describes a general-purpose JupyterHub-based data science platform deployable across infrastructures. Although built at an oceanography centre, the platform itself is domain-agnostic, addressing reproducibility, training, and cloud/HPC deployment for RSEs broadly.","One of the common issues faced in the world of research software is ""it worked on my machine"". In this talk, we will present our efforts at the National Oceanography Centre (NOC) to solve this problem and make the task of writing shareable and reusable software easier by building an interactive Data Science Platform (DSP) based upon JupyterHub. The platform is accessed through a web browser and includes the Pangeo [https://pangeo.io/] stack along with popular machine learning libraries. In addition to a Jupyter notebooks interface we have integrated Matlab and a remote desktop service, removing the need for users to install these locally or rely on X forwarding/NoMachine/VNC.  
The DSP was first deployed on servers owned by NOC. We are employing cloud native technologies such as Kubernetes and S3 style object stores as the basis for much of our digital research infrastructure. This allows us to deploy instances of the DSP on commercial cloud and national computing facilities, providing a uniform user experience regardless of the underlying system. Where the DSP’s server is not powerful enough, we use Dask to enable access to high performance computing or cloud computing resources.  
In addition to providing a resource for developing and running research code, the platform is ideal for training. We use it regularly for Carpentries workshops since it provides all the software the learners require, resulting in a significant time saving during workshops, and allows ongoing access after the workshop.  
As well as a demonstration of this platform, we will present our experiences of deploying and running it, including lessons we have learnt along the way and our plans for its future."
2025,1066903,132,AutoEmulate:  Python library for automatically creating accurate and efficient emulators of complex simulations.,Poster & Lightning Talk,Software,N/A,High,"AutoEmulate is a general-purpose Python library for building ML emulators of simulations across disciplines, making it a cross-cutting software tool rather than domain-specific.","Physical systems are understood and developed through simulations. The complexity of these systems often results in costly and time-consuming simulations. Emulators (surrogate models) can approximate the solution of simulations at a fraction of the computational expense. However, building effective emulators typically requires significant machine learning (ML) expertise, posing a barrier for domain experts. To overcome this limitation, we present AutoEmulate, a Python package that automates the construction of the best emulator suited for a given simulation, employing state-of-the-art advancements in the field. AutoEmulate supports a wide range of emulator models as well as data preprocessing, calibration, and analysis methods. AutoEmulate’s user-friendly interface enables domain experts to deploy high-performance emulators with minimal ML expertise, offering a reliable solution for simulation-driven exploration across various disciplines."
2025,1066909,133,pyonb: an open-source API and optical character recognition SDK for automated document-to-text conversion of clinical records,Poster & Lightning Talk,Research,Software,Medium,"pyonb is an OCR SDK designed primarily for clinical/medical records processing in UK hospitals. While the tool is content-agnostic, it is purpose-built for a specific domain (clinical/healthcare data extraction), making it Research-flavored, but the talk emphasizes architecture, deployment, and tool integration which is general software engineering.","Optical character recognition (OCR) software is becoming increasingly prevalent with the expanding computational power and advancements in natural language processing, which enables reuse of previously untapped data due to the lack of tools for converting images into computer-readable text. Broadly, OCR is the analysis, recognition and extraction of text from documents. There are numerous open-source OCR software toolkits (Tesseract, Docling, olmOCR, PaddleOCR, Marker, Sparrow, MinerU, etc.) providing automatic conversion of images or filetypes such as PDF and DOCX into structured outputs.
Data storage is significantly heterogenous across and within UK hospitals. Medical data is often stored within data warehouses containing hundreds of millions of documents. This volume of data combined with the difficulty of information extraction from scanned documents represents a significant data processing challenge. From a research and innovation perspective, automatic text extraction of hospital documents enables innumerable possibilities such as improving diagnostics, clinical workflows and administrative processes. For example, AI methods can be applied to decades of untapped historical records to create prognostic models that cannot be developed in any other way. 
Here, we present pyonb (https://github.com/SAFEHR-data/pyonb), an open-source Python SDK for automated document-to-text conversion, designed for clinical processing (although it is content-agnostic so useable for any text extraction task). pyonb bundles multiple open-source OCR tools (including Marker, Sparrow, PaddleOCR, and more) with a central forwarding API for requesting which OCR tool to execute. pyonb is designed as a suite of containerised services which can be deployed on a server to retrieve documents from a data warehouse for automated OCR and text extraction.
In this work we describe:
the user requirements which motivated our design decisions
the software architecture
how developers can deploy the software and extend it to integrate their preferred OCR tool
the performance and processing speeds of a subset of OCR tools"
2025,1066921,134,"JAX for Scientific Computing: Bridging the gap between performance, productivity and portability",Talk,Software,Research,High,"JAX is a general-purpose scientific computing/ML library; the talk focuses on its cross-cutting features for performance and portability, though examples come from specific domains like fluid mechanics and plasma physics.","In this talk, I will discuss the use of the JAX library for solving problems in scientific computing. After a brief discussion of the main features of the library, I will focus on how these features enable researchers to develop more efficient implementations of their scientific models that can run on both CPUs and GPUs and that can interface with machine-learning models seamlessly. I will show examples of open-source JAX-based solvers for a few problems across computational science and engineering and share personal experience of developing software for applications in fluid mechanics and plasma physics. Finally, I will discuss some limitations of the JAX library and issues and shortcomings that I have experienced."
2025,1065902,87,Collaborative development of a performance analysis methodology,Talk,Software,Community,High,"This talk is about developing a general performance analysis methodology for HPC software development, applicable across domains. It's a cross-cutting software engineering practice, with community-building elements through workshops.","Use cases of computationally intensive resources, such as High-Performance Computing (HPC), are increasingly diversifying with the advent of machine learning and the rise of the digital arts and humanities, while traditional HPC continues to push the boundaries and ask for more capability. This means we have a more demanding and diverse audience of HPC developers, and we therefore want to build a community on robust methods and practices for HPC use. Performance analysis must play an integral role in how developers use their software, because performant software allows researchers to do more research, but also to responsibly use the shared HPC resources economically and ecologically. This talk reports on findings from a series of workshops and investigative works undertaken at Durham University to develop a performance analysis methodology that is broad but nonetheless rigorous. Typically, performance analysis training begins with profiling and tracing tools. However, this can often leave developers using tools to generate performance data but without a strategy of how to systematically analyse this data or navigate through the space of analysis options. We propose a ‘methodology first’ approach, in which our use of tools is informed by our methodology, i.e., we want to plan our analysis and reach for the right tool for the job. It also comprises a clear roadmap of how to start an analysis and what steps to follow one by one. 
This methodology at the highest level is based on five performance topics: core, intra-node, inter-node, I/O and GPU. The work to develop this methodology has engaged HPC-focused software engineers to collaboratively design decision trees and metrics to probe these individual performance topics. One outlook of this work is to engage with broader communities to understand how these methodologies can be adapted to incorporate the latest HPC workflows including machine learning."
2025,1066939,137,Deploying and Customising KerkoApp: a successful internship project,Poster & Lightning Talk,Community,Software,Medium,"The talk covers both a general-purpose tool deployment (KerkoApp - cross-cutting bibliographic search tool) and the experience/value of an RSE internship program. The internship/career pathway angle is strongly emphasized as a key takeaway, but the software deployment is also central.","Have you or members of your institution been looking for an easy way to present a searchable collection of resources? KerkoApp is an open-source Python-based web application that provides an easy to use, searchable and browsable interface for bibliographic records stored in the Zotero reference management system. It is being used at the University of York to present a catalogue of the research outputs of a 5-year multi-institution plasma project (TDoTP) and as a community-driven resource for collating datasets and tools for researchers focusing on the human voice (YorVoice Catalogue).

The initial deployment and customisation of KerkoApp at York was the first project undertaken by our current year in industry RSE intern. It gave them the opportunity to learn aspects of a wide range of languages and technologies including virtual machines, Docker, Puppet, Python, Flask, Jinja, CSS, nginx and LLMs. They also developed their interpersonal and presentational skills through working closely with researchers on the TDoTP project and presenting the catalogue at the project's final advisory panel meeting.

Poster attendees will find out more about KerkoApp and how it has been deployed and customised at York. Attendees will also learn about the experiences of an RSE intern and the benefits that employing an RSE intern brings to the intern, the RSE team and the wider institution. This project demonstrates the value and benefits of establishing RSE career pathways and promoting RSE skills development within the context of DRI."
2025,1066954,138,Carpentries Lesson on Intermediate Research Software Development,Poster & Lightning Talk,Community,Software,High,"This is about a training curriculum/course for RSEs, focused on community-building around training and recruiting contributors. It's profession-wide training infrastructure.","The Intermediate Research Software Development Course is now at the beta stage in the Carpentries Incubator. Along the path of its maturity, many pilot sessions have been conducted, asynchronous contributions made, and lessons learned as a result. A brief summary of the current status of the course will be displayed, including topics like successful delivery styles that have been used, alternate tooling options such as the popular VS Code IDE, and recent changes to the course content on software design and architecture. As course maintainers, we are always looking for new contributors, so a primary aim of this poster is to raise awareness of the course and its current status. Consequently, we will attract more interest from the RSE community to build a wider platform of support and increase uptake. To facilitate this, we will signpost routes and resources that new contributors can use to get involved."
2025,1066968,139,"Fluid: Towards Transparent, Explorable Research Outputs",Walkthrough,Software,Community,High,"Fluid is a general-purpose programming language/tool for transparent visualization and reporting, applicable across research domains, supporting open science ergonomics.","Although open science principles like FAIR data aim to make scientific results more accessible, intelligible and reusable, in practice “open”  usually just means that data sets and source code are available for download. The charts, figures and text used to present scientific claims remain difficult to interpret or challenge, even for experts. What can we do to build on today's baseline of best practices to address these more ergonomic needs?
Fluid is a new programming language designed to support transparent visualisation and reporting for web-based documents. Fluid provides a runtime  environment with built-in tracking of fine-grained data dependencies; this allows us to integrate data lineage information -- views of the relevant underlying data -- directly into charts and figures, through additional interactions. Selecting a graphical element in a chart can automatically reveal the relevant data, and highlight elements in other visualisations that use the same data.
This presentation will introduce Fluid's syntax and execution model, demonstrate the current tooling, and report on a user study exploring the impact of transparent visualisations on interpretability and trust. We will also demonstrate how to incorporate lineage queries into textual content. For example, if a paragraph of a climate report claims that under a particular emissions scenario, global warming of 2°C is “extremely likely” to be exceeded in the 20th century, a researcher can use Fluid to link key fragments of text to the underlying data and queries over those data sets, so that someone  interested in exploring the evidence base can drill into the underlying data without leaving the context of the report.
The session will be relevant to data scientists and research software engineers interested in how software infrastructure might help support the ergonomic goals of open science, at least for web-based documents. More information and interactive examples are available at https://f.luid.org."
2025,1066983,140,gprMax + MPI: Large-scale open-source computational electrodynamics,Poster & Lightning Talk,Research,Software,Medium,"gprMax is a domain-specific tool for computational electrodynamics (GPR modelling in geophysics, archaeology, medicine), so it's Research. The MPI/HPC scaling work and ReFrame testing have cross-cutting Software relevance.","gprMax is an open-source software package for computational electrodynamics. Designed with a general electromagnetic solver engine, it has a set of core features developed for modelling Ground Penetrating Radar (GPR) and can be used to model electromagnetic wave propagation in fields such as engineering, geophysics, archaeology, and medicine. gprMax is a Python codebase with performance-critical parts using Cython.
This poster showcases the impact of research software engineers on enabling scientific research. Before this project, gprMax simulations could run using a CPU solver parallelised using OpenMP or a GPU solver developed using the NVIDIA CUDA programming model. However, these solvers ran on a single CPU node or GPU, preventing the full utilisation of HPC systems and limiting models to those that fit in the memory of a single node. Our work dramatically increases the modelling capabilities of gprMax by adding a Message Passing Interface (MPI) domain decomposition to the CPU solver that divides models between multiple nodes/MPI tasks. This can reduce the time to results when running on a single node, but more importantly, enables researchers to scale the size and/or resolution of their electromagnetic simulations, allowing them to utilise HPC systems and explore new science.
Additional improvements of interest to the RSE community include a Python interface to support file formats for parallel I/O (VTKHDF), a new suite of regression tests built for HPC using the ReFrame framework, and work to create visualisations of the model geometry and resultant electromagnetic field to demonstrate the new functionality in an accessible way."
2025,1066990,142,"Discovering Academic Open Source:- Universities don't know how much they contribute to the OS ecosystem, why is this and what can we do about it?",Birds of a Feather,Community,N/A,High,"This BoF discusses measuring and recognizing open source contributions at universities, OSPOs, career incentives — a profession-wide policy/community topic.","Open
Source is created and consumed everywhere. Many companies have good insights of
what open source code is developed, contributed and used internally. This is
not the case for universities. In recent years, researchers have released and
contributed to lots of open source software, mostly motivated by Open Science
movements (Open Data, FAIR principles, reproducibility networks), but
universities don’t know what activity is happening in their university or how
much impact that software is having.  
Moreover,
there may not be a motivation for researchers or students to share their open
source activity. For example, the impact of open source contribution may not
help their career progression as compared with research publications. 

In
this BoF session, participants will discuss what to consider when measuring
open source involvement (including beyond code) in a university or research
institution. We will examine what techniques are currently being employed to
measure open source activity by academic Open Source Program Offices (OSPOs)
globally, what are potential benefits and drawbacks of making this visible, and
efforts that are being put in place to recognise and reward the social and
economic impact of open source research outputs."
2025,1067021,145,Towards a National Research Software Engineering Capability: evidencing the impact of RSEs,Talk,Community,Research,High,"This is about establishing a national RSE capability, evidencing RSE impact, and community/profession-building, focused on the A&H domain but addressing the RSE profession itself.","We present an exciting new co-authored Roadmap outlining how to establish a national, people-centred Arts & Humanities (A&H) RSE Capability. Underpinned by a new evidence bank demonstrating the impact RSEs make on research, this work, though focused on one domain, has relevance across the research landscape.

We reflect on the process of creating these outputs, including the careful community management and design that motivated a stakeholder group of 40 co-authors. We also address how we responded to an unexpected but vital funder question: ‘Where is the evidence that RSEs are worth investing in?’ The evidence bank provides a compelling answer, detailing how RSEs organise, interpret, and find meaning in vast and complex data, enabling outputs, accelerating research, and even reducing costs.

The Roadmap acknowledges that infrastructure is both technical and social. Designed with a community of leaders and potential users, it responds to the need to avoid duplication by connecting and extending existing infrastructure. While rooted in A&H needs and challenges, it engages with the broader ecosystem, aiming for integration between domains rather than further separation. It is grounded in case studies that evidence existing impactful RSE capability models across A&H, cultural heritage, and social sciences and that highlight both the potential and need to scale: in terms of user communities, good practice, and innovation pathways. Crucially, the Roadmap also proposes a metascientific research effort to inform strategy, evaluate impact, and support the sector in adapting to evolving technologies and policies. All of this supports open scholarship practices to maximise impact, engagement, and value for money.

We close by inviting reflection on how other disciplines have contributed to the Roadmap’s development, and how they too can benefit from what it sets out."
2025,1058252,19,Entity tagging and relation extraction from historical texts using deep learning,Walkthrough,Research,Software,High,"This is a walkthrough on training transformer models for NER/RE specifically applied to digital humanities historical texts (Old Bailey Proceedings). It serves a specific research domain (digital humanities/history), making it Research, though the techniques themselves are general ML/NLP.","The process of assigning metadata to spans of text in order to encode meaning, or “marking up”, has been central to digital humanities practice since before the field had a name. Thousands of person-hours have been devoted to this task, either performing the process entirely manually, or partially assisted by NLP software.

Since the 2010s, deep learning has profoundly impacted NLP, greatly expanding the range of language tasks which can be performed automatically or semi-automatically. Transformers in particular have improved the performance of tasks such as Named Entity Recognition (NER) and Relation Extraction (RE) to the point where it is plausible that markup tasks previously performed by skilled research assistants can, with appropriate training data, be automated or partially automated. The Digital Humanities Institute in Sheffield has been involved in many large scale markup projects over the past twenty-five years and amassed a huge tranche of potential training data for these tasks. To what extent can deep learning models accurately learn and replicate the work of the researchers who first tagged this material in the 2000s and 2010s?

This walkthrough will instruct participants in how to set up and train a transformer model to mark up defendants, crimes and verdicts in text from the Old Bailey Proceedings and correctly identify the relationships between them. It will also explore how to deduce the optimum training strategy for any similar markup task. For example, the number of ground truth human examples required to produce good results, or shortcuts such as using a partially trained transformer to assist a semi-automated workflow.

Ultimately this technology should allow relevant digital humanities projects to be delivered at lower cost and allocate more time and resources to data analysis rather than markup, promoting research excellence."
2025,1058979,25,Green RSE SIG: Working together to reduce the environmental impact of research software,Birds of a Feather,Community,Software,High,"This is about a Special Interest Group focused on community-building around green/sustainable RSE practices, advocacy, and profession-wide initiatives.","The urgency of the climate crisis demands large scale reductions in emissions from across all sectors of society, including research.  Many funders and research institutions have committed to net zero pledges, that require large scale reductions in emissions, but as yet there is no clear pathway as to how these reductions become achievable.   
The Green RSE Special Interest Group is working to (1) identify and promote best practices for environmentally responsible research software, (2) collaborate on solutions that improve the efficiency of research code, reduce energy usage, and incorporate green practices into software lifecycle management, (3) advocate for green policies within research institutions, funding bodies, and broader communities, and (4) champion the role of RSEs in reducing the environmental impact of research software.
This session will hear from people working on this topic, to showcase the broad range of activities and share experiences. The intention this year is to highlight individuals who may not usually present on this but whose initiatives in their institutions can be interesting to the Green RSE community. There will also be an open discussion on the common challenges and opportunities this work brings. 
By bringing together a diverse and usually underrepresented group of voices, this session aims to spark discussion, surface ideas, and begin building a strong, connected community of practice around sustainable research software."
2025,1070369,162,CATS: Climate-Aware Task Scheduler for environmentally conscious developers,Poster & Lightning Talk,Software,Community,High,"CATS is a general-purpose Python tool for scheduling tasks based on grid carbon intensity, applicable across domains—a sustainability/cross-cutting tool for RSEs.","The Climate-Aware Task Scheduler is a lightweight Python package designed to schedule tasks based on the estimated carbon intensity of the electricity grid at any given moment. This tool uses real-time carbon intensity data from the UK's National Grid ESO via their API to estimate the carbon intensity of the electricity grid, and schedules tasks at times when the estimated carbon intensity is lowest. This helps to reduce the carbon emissions associated with running computationally intensive tasks, making it an ideal solution for environmentally conscious developers. The source code can be found at https://github.com/GreenScheduler/cats."
2025,1067090,149,From Lab to Launch: The evolving role of RSEs in driving sustainable and commercially viable digital solutions,Talk,Community,N/A,High,"This talk focuses on the evolving role and expertise of RSEs in commercialization and translational research, addressing the profession itself rather than a specific tool or research domain.","Research Software Engineers (RSEs) have championed software development best practices and infrastructure standards to enable more reusable, sustainable and reproducible research tools. Their role continues to evolve, with these tools now driving societal impact through commercial and digital solutions. Today, RSEs, supported by Research Data Stewards (RDSs), provide both technical expertise including system design, data governance, quality assurance, and project management; and essential soft skills that underpin sustainable digital infrastructure. At University College London’s Centre for Digital Innovation (CDI) and Advanced Research Computing Centre (ARC), we see the growing need to broaden RSEs’ expertise to develop digital products that serve the public good and support commercially viable ventures. This shift involves understanding areas beyond coding, such as intellectual property, business model design, open-source innovation, data security, and technical leadership. In this talk, we will showcase how RSEs and RDSs are driving mission-led, globally focused solutions. We will also share real-world use cases and discuss the challenges in translating research into meaningful societal impact. We will cover:  (1) Overview of UCL CDI Impact Accelerator programme, (2) Research commercialisation landscape and translational research, (3) Difficulties that university spin-outs face compared to startups, (4) Role of RSE in technical support of academic entrepreneurs, (5) Overview of typical problems with producing research code and building product teams. We will conclude with a call to action to join our community of RSEs driving commercially viable solutions and invite everyone to explore and contribute to our workshop materials, available on our GitHub: CDI-Hub."
2025,1066046,88,What support does research software need? Early lessons from the Research Software Maintenance Fund,Talk,Community,N/A,High,"This talk is about a profession-wide funding initiative for sustaining research software, focused on policy/infrastructure for the RSE community rather than a specific tool or domain.","Software is pervasive in modern research, used in every discipline and underpins many approaches including modelling and simulation; data management, analysis and visualisation; and experiment and laboratory control. Yet it can be difficult, even for widely used research software, to find resources for its maintenance, refactoring and community development, because the focus of much research funding is on novelty.

The Software Sustainability Institute is running the Research Software Maintenance Fund (RSMF), supported by the UKRI Digital Research Infrastructure programme, offering £4.8 million to support and sustain key research software, ensuring it remains reliable and accessible. This initiative is not only funding vital pieces of the research ecosystem but helps us understand what support research software needs to reduce technical debt and grow engagement and how we can effectively provide it.

In this short presentation, we’ll be presenting some early analysis of the types of activities that are being requested, putting them into the context of other research software funding initiatives, providing information on how the RSMF is operated, and getting feedback on what the community thinks is important to address next."
2025,1066060,90,Project management beyond the process: How do RSE team leads learn what the role requires?,Talk,Community,N/A,High,"This talk focuses on training and curriculum for RSE team leads, addressing the people/profession side—leadership skills, inclusive management, and team dynamics in research contexts.","Research today cannot take place without Digital Research Infrastructure (DRI). But how are the teams that develop the research software which underpins DRI managed, and how do we ensure that those leading the teams have the right skills to make them effective and inclusive leaders?

There is a wealth of technical training material targeted at researchers, Research Software Engineers and other Research Technical Professionals (RTPs). Much of this material is open and freely accessible, and institutional RSE groups now play a large role in upskilling practitioners, as disseminated at RSECon. At the same time, through the UNIVERSE-HPC project, we are aware that this availability of training material doesn’t directly translate into a more skilled and capable workforce. 

A particular gap that has been identified is the lack of training materials aimed at teams developing research software, including helping those new to managing or leading diverse teams. There are a large number of resources on software project management, and general team management, but few which take into account the particular challenges of working in the research environment. 

This talk will present work that DRIFT (a follow-up to UNIVERSE-HPC) has done to identify the existing resources, approaches and audiences, and understand what adaptations might be required to be able to use existing materials in a research software engineering context. Starting with the goal of teaching project management skills as they can be applied to software development in research environments, we would like to get feedback from participants on a curriculum, in particular to identify any “hidden” objectives, such as enabling inclusive leadership and research integrity. This will contribute to an openly licensed course that will be piloted in 2026, focusing on the challenges of working with teams with different experience levels, promoting effective communication and knowledge transfer, and creating positive working environments."
2025,1052899,12,Reasonable Performance Computing SIG (SIG-RPC): Help Identify and Document Performance Traps in Research Software,Workshop,Community,Software,Medium,"This is about a SIG (community group) building a knowledge base around performance best practices. It's primarily community-building around the profession, with a strong software/performance technique component.","Most research software is written by researchers who are not professionally trained programmers. This often leads to subtle but significant performance pitfalls—small coding choices, such as inefficient data structures, that can have an outsized impact on execution time. Even experienced developers struggle with performance issues, as language- and library-specific nuances are often learned through experience rather than formal documentation. Unreasonably slow research software harms the productivity of the researcher using it and wastes energy and shared resources (like HPC systems), which can harm the productivity of other researchers too.
The Reasonable Performance Computing SIG (SIG-RPC) was founded to build a community around the research, development, and advocacy of software performance best practices. A key part of this effort is curating a knowledge base of common performance traps and profiling tools to help researchers and developers write faster, more efficient code.
This workshop will introduce SIG-RPC and its knowledge base, guiding attendees through the process of contributing performance trap nominations and mini-guides based on their own expertise. Participants will engage in hands-on exercises such as:

Reviewing existing guides – Are they accessible to a broad audience, including non-experts?

Submitting new performance traps – Are there common pitfalls in your favourite language or library that haven’t yet been nominated or documented?

Contributing new guides – Can you document a performance trap from our backlog or your own experience?

All contributions will be published with attribution, helping to expand the community’s collective knowledge and supporting the development of future training materials on software performance best practices."
2025,1067180,152,CapX – .NET Blazor-ing a trail? An(other) operational management tool for RSE groups,Walkthrough,Community,Software,Medium,"CapX is a tool for RSE group operational management (capacity, timesheets, competency tracking) — it serves the RSE profession as a population, but also discusses Blazor as a web technology choice. The tool itself is about managing RSE teams (community/profession), but framed as a software walkthrough.","Whether you are leading a team of a few RSEs or managing a large department full of all manner of digital research technical professionals, capacity management is an essential activity. That is, knowing what everyone is assigned to work on, at what percentage, and for how long. The “spreadsheet of doom” used to play “Assignment Tetris” was an ineffective tool for the purpose, and so Capacity eXtended (CapX) was developed. However, it didn’t stop there. Frustrated by the lack of frictionless access to good quality data related to people and projects, the CapX data model started to grow, connecting information across the full research lifecycle. CapX now features workload model management for all staff, a competency framework to track development, timesheets, project cost tracking and a secure API so RSEs can build their own tools on top of the database. This walkthrough will demonstrate the features and provide insights into the supporting processes that underpin them. Furthermore, it will discuss the choice of .NET Blazor as its foundation and present as case for why Blazor might be an ideal choice to help diversify your RSE web technology pool."
2025,1063696,53,Let's stop pretending to be unicorns!,Talk,Community,N/A,High,"This talk is about RSE identity, self-perception, and collaboration culture within the profession—clearly about people and the profession.","Research software engineers as unicorns: Here comes the magical RSEcorn, flying in, solving all your problems! 
Or does it?
The narrative of the omnipotent RSE which can be used ""plug&play"" in research projects might be useful for lobbying for recognition and funding, but is problematic for working relationships with researchers. Not only can it lead to frustrations on both sides, it is also the perfect ingredient for imposter syndrome for the RSE.
This talk is questioning the way that we, as the RSE community, tend to view and present ourselves, and how this develops into an unhealthy ""us vs. them"" culture in some parts of the community. 
I also want to highlight where alternative collaboration patterns already exist, and propose an alternative image for ourselves within the wider research community."
